Number of Records,created_at,favorite_count,id_str,in_reply_to_screen_name,in_reply_to_status_id_str,is_retweet,lang,retweet_count,source,text
1,11/15/2017 3:30:13 AM,10,930639044731637760,,,false,en,5,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","Noble Group in talks on capital structure, liquidity https://t.co/dso65Rtf22 https://t.co/Fx7SbHW1VY"
1,11/15/2017 3:40:05 AM,44,930641526530691072,,,false,en,49,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Sessions declines to say if White House asked about AT&amp;T-Time Warner merger https://t.co/ZutSfYgOkS https://t.co/fWc3fI7FVe
1,11/15/2017 3:50:06 AM,49,930644048481792000,,,false,und,37,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Maple Brexit? EU eyes Canada model for UK trade https://t.co/onMbMbbx6l https://t.co/1ZXlESyAfv
1,11/15/2017 4:00:15 AM,18,930646603026911232,,,false,sl,20,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",FDA approves AstraZeneca's asthma drug https://t.co/imhP3D9CWG https://t.co/w5nwcDJmTa
1,11/15/2017 4:00:47 AM,75,930646737617899520,,,false,en,73,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Special envoy for Chinese President Xi to visit North Korea: Xinhua https://t.co/hXZ0jWbecT
1,11/15/2017 4:10:05 AM,36,930649078429601794,,,false,en,25,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Airbus nears deal to sell around 400 jets to Indigo Partners: sources https://t.co/BmgwPxUgdp https://t.co/sp6tL4T5cc
1,11/15/2017 4:14:06 AM,89,930650089646972928,,,false,en,138,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","JUST IN: Zimbabwe military expects ""normalcy"" to return as soon as it has completed its ""mission"" https://t.co/COFb5WXRsV"
1,11/15/2017 4:17:38 AM,71,930650977044258816,,,false,en,66,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Senior Chinese diplomat to visit North Korea as envoy of Xi https://t.co/SYVDPREAn2
1,11/15/2017 4:17:38 AM,104,930650977048330240,,,false,en,177,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Zimbabwe army says takes power, Mugabe 'safe and sound' https://t.co/pOXbItLQjh"
1,11/15/2017 4:20:11 AM,100,930651621498990592,,,false,en,61,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","U.S. women lawmakers on sex harassment: Congress, heal thyself https://t.co/Tr0rj7f7Hz https://t.co/a1ped2GZuw"
1,11/15/2017 4:30:01 AM,105,930654093499961344,,,false,en,34,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","After a divorce, one woman turned to her homemade personal care products to support her family… https://t.co/ql78HhFf0z"
1,11/15/2017 4:37:36 AM,88,930656003741413378,,,false,en,171,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Soldiers take over Zimbabwe state broadcaster: ZBC staff https://t.co/Lw1TPAXgZt https://t.co/e4VH4U7iFg
1,11/15/2017 4:40:05 AM,72,930656626071261185,,,false,en,57,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","Firefox opts for Google as default search in U.S., surprising Yahoo https://t.co/IJBQbfoNIP https://t.co/YXYXmNUqgZ"
1,11/15/2017 4:40:49 AM,132,930656812067704833,,,false,en,342,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Zimbabwe soldiers, armoured vehicles seal road access to government offices, parliament building and courts in cent… https://t.co/u7wA6trzLa"
1,11/15/2017 4:46:06 AM,76,930658140877713408,,,false,en,156,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Zimbabwe military says seizes power to stop 'criminals', President Mugabe safe https://t.co/eYthtAhAUJ"
1,11/15/2017 4:50:04 AM,31,930659138656489472,,,false,en,43,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Injuries reported in Singapore transit train collision https://t.co/aTTr4t7HSF
1,11/15/2017 5:00:15 AM,26,930661704505135104,,,false,en,19,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Foxconn's third quarter profit slides below estimates after iPhone X production hurdles https://t.co/gPLvOh0Iax https://t.co/XU2VSRwwED
1,11/15/2017 5:10:03 AM,100,930664170936328192,,,false,en,186,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Zimbabwe army detains finance minister: government source https://t.co/I9tGvGpu8R
1,11/15/2017 5:20:10 AM,27,930666715347849216,,,false,en,20,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","Asian stocks slip as oil woes sap sentiment, euro stands tall https://t.co/vKVpHC5rwu https://t.co/sNryxmWa18"
1,11/15/2017 5:30:13 AM,94,930669243242369024,,,false,en,176,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Zimbabwe military's statement after seizing power https://t.co/Hu8FaOsaXb https://t.co/vojG9e1EeG
1,11/15/2017 5:40:04 AM,69,930671723229442048,,,false,en,81,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",China says Catalonia situation shows Taiwan independence effort doomed to fail https://t.co/8mQsIfUyII https://t.co/eo72bHGd3l
1,11/15/2017 5:50:05 AM,71,930674241892159488,,,false,en,90,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","Technology invading nearly all U.S. jobs, even lower skilled: study https://t.co/NkyUBz1gHk https://t.co/RR48b6tuCc"
1,11/15/2017 6:00:16 AM,23,930676807648665600,,,false,en,23,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",LNG giant Qatar's empty shelves pose upside risk for Asian gas prices https://t.co/7VkDzvapNZ https://t.co/nFfGX902WK
1,11/15/2017 6:10:04 AM,22,930679271374376961,,,false,en,37,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Qualcomm invests in Chinese AI facial recognition startup SenseTime https://t.co/FSdEI9WQ7y https://t.co/elxazTpsCT
1,11/15/2017 6:20:10 AM,52,930681812778737664,,,false,en,36,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Oil prices slide after IEA casts doubt over demand outlook https://t.co/0SwIPCm0cA https://t.co/FHSXZrRneM
